Month,Account,Account_Description,Cost_Center,Cost_Center_Name,Amount_SAR,Note
2026-05,5030,COGS – Cosmetics,CC-230,Qassim WH,321175.47,
2026-05,5030,COGS – Cosmetics,CC-240,Hail WH,249803.13,
2026-05,6000,Salaries & Wages,,,556780.0,
2026-05,6000,Salaries & Wages,CC-000,UNALLOCATED,123000.0,
2026-05,6000,Salaries & Wages,CC-100,HQ & Admin (Olaya),397700.0,
2026-05,6000,Salaries & Wages,CC-210,Riyadh North DC,874940.0,
2026-05,6000,Salaries & Wages,CC-220,Riyadh South DC,715860.0,
2026-05,6000,Salaries & Wages,CC-230,Qassim WH,397700.0,
2026-05,6000,Salaries & Wages,CC-240,Hail WH,318160.0,
2026-05,6000,Salaries & Wages,CC-320,Sales — Retail channels,477240.0,
2026-05,6000,Salaries & Wages,CC-410,Finance Shared Services,238620.0,
2026-05,6010,Employee Benefits,CC-000,UNALLOCATED,1820.99,
2026-05,6010,Employee Benefits,CC-100,HQ & Admin (Olaya),41215.12,
2026-05,6010,Employee Benefits,CC-410,Finance Shared Services,17663.62,
2026-05,6020,GOSI Contributions,CC-000,UNALLOCATED,12300.0,
2026-05,6020,GOSI Contributions,CC-100,HQ & Admin (Olaya),39770.0,
2026-05,6020,GOSI Contributions,CC-210,Riyadh North DC,87494.0,
2026-05,6020,GOSI Contributions,CC-220,Riyadh South DC,71586.0,
2026-05,6020,GOSI Contributions,CC-230,Qassim WH,39770.0,
2026-05,6020,GOSI Contributions,CC-240,Hail WH,31816.0,
2026-05,6020,GOSI Contributions,CC-310,Sales — Institutional,55678.0,
2026-05,6020,GOSI Contributions,CC-320,Sales — Retail channels,47724.0,
2026-05,6020,GOSI Contributions,CC-410,Finance Shared Services,23862.0,
2026-05,6100,Rent Expense,CC-000,UNALLOCATED,95841.86,
2026-05,6100,Rent Expense,CC-100,HQ & Admin (Olaya),557799.62,
2026-05,6100,Rent Expense,CC-210,Riyadh North DC,929666.02,
2026-05,6100,Rent Expense,CC-220,Riyadh South DC,805710.55,
2026-05,6100,Rent Expense,CC-230,Qassim WH,433844.14,
2026-05,6100,Rent Expense,CC-240,Hail WH,371866.41,
2026-05,6110,Utilities,,,304955.39,
2026-05,6110,Utilities,CC-000,UNALLOCATED,58947.56,
2026-05,6110,Utilities,CC-100,HQ & Admin (Olaya),190597.12,
2026-05,6110,Utilities,CC-210,Riyadh North DC,457433.09,
2026-05,6110,Utilities,CC-220,Riyadh South DC,381194.24,
2026-05,6110,Utilities,CC-230,Qassim WH,571791.36,
2026-05,6120,Telecom,CC-000,UNALLOCATED,614.13,
2026-05,6120,Telecom,CC-100,HQ & Admin (Olaya),13899.9,
2026-05,6120,Telecom,CC-410,Finance Shared Services,5957.11,
2026-05,6200,Marketing & Advertising,CC-000,UNALLOCATED,2346.0,
2026-05,6200,Marketing & Advertising,CC-100,HQ & Admin (Olaya),11378.1,
2026-05,6200,Marketing & Advertising,CC-310,Sales — Institutional,18963.5,
2026-05,6200,Marketing & Advertising,CC-320,Sales — Retail channels,45512.4,
2026-05,6300,Logistics – 3PL,CC-000,UNALLOCATED,84097.32,
2026-05,6300,Logistics – 3PL,CC-210,Riyadh North DC,1087658.7,
2026-05,6300,Logistics – 3PL,CC-220,Riyadh South DC,761361.09,
2026-05,6300,Logistics – 3PL,CC-230,Qassim WH,489446.41,
2026-05,6300,Logistics – 3PL,CC-240,Hail WH,380680.55,
2026-05,6400,Travel & Entertainment,CC-000,UNALLOCATED,295.45,
2026-05,6400,Travel & Entertainment,CC-100,HQ & Admin (Olaya),6687.02,
2026-05,6400,Travel & Entertainment,CC-410,Finance Shared Services,2865.87,
2026-05,6500,Depreciation Expense,CC-000,UNALLOCATED,17241.9,
2026-05,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),390241.67,
2026-05,6500,Depreciation Expense,CC-410,Finance Shared Services,167246.43,
2026-05,6510,Amortization Expense,CC-000,UNALLOCATED,1530.02,
2026-05,6510,Amortization Expense,CC-100,HQ & Admin (Olaya),34629.48,
2026-05,6510,Amortization Expense,CC-410,Finance Shared Services,14841.21,
2026-05,6600,Bank Charges,CC-000,UNALLOCATED,1714.92,
2026-05,6600,Bank Charges,CC-100,HQ & Admin (Olaya),38814.42,
2026-05,6600,Bank Charges,CC-410,Finance Shared Services,16634.76,
2026-05,6800,Bad Debt Expense,CC-000,UNALLOCATED,1588.61,
2026-05,6800,Bad Debt Expense,CC-100,HQ & Admin (Olaya),35955.62,
2026-05,6800,Bad Debt Expense,CC-410,Finance Shared Services,15409.55,
2026-06,5000,COGS – Food,CC-000,UNALLOCATED,26378.34,
2026-06,5000,COGS – Food,CC-210,Riyadh North DC,324101.85,
2026-06,5000,COGS – Food,CC-220,Riyadh South DC,255869.88,
2026-06,5000,COGS – Food,CC-230,Qassim WH,153521.93,
2026-06,5000,COGS – Food,CC-240,Hail WH,119405.94,
2026-06,5010,COGS – Beverages,CC-000,UNALLOCATED,68809.37,
2026-06,5010,COGS – Beverages,CC-210,Riyadh North DC,845437.81,
2026-06,5010,COGS – Beverages,CC-220,Riyadh South DC,667450.9,
2026-06,5010,COGS – Beverages,CC-230,Qassim WH,400470.54,
2026-06,5010,COGS – Beverages,CC-240,Hail WH,311477.1,
2026-06,5020,COGS – Household,CC-000,UNALLOCATED,47334.3,
2026-06,5020,COGS – Household,CC-210,Riyadh North DC,581580.8,
2026-06,5020,COGS – Household,CC-220,Riyadh South DC,459142.74,
2026-06,5020,COGS – Household,CC-230,Qassim WH,275485.64,
2026-06,5020,COGS – Household,CC-240,Hail WH,214266.62,
2026-06,5030,COGS – Cosmetics,CC-000,UNALLOCATED,39928.68,
2026-06,5030,COGS – Cosmetics,CC-210,Riyadh North DC,490590.34,
2026-06,5030,COGS – Cosmetics,CC-220,Riyadh South DC,387308.16,
2026-06,5030,COGS – Cosmetics,CC-230,Qassim WH,232384.9,
2026-06,5030,COGS – Cosmetics,CC-240,Hail WH,180743.81,
2026-06,5110,Customs & Duties,CC-000,UNALLOCATED,1259.88,
2026-06,5110,Customs & Duties,CC-210,Riyadh North DC,15479.77,
2026-06,5110,Customs & Duties,CC-220,Riyadh South DC,12220.87,
2026-06,5110,Customs & Duties,CC-230,Qassim WH,7332.52,
2026-06,5110,Customs & Duties,CC-240,Hail WH,5703.07,
2026-06,6000,Salaries & Wages,CC-000,UNALLOCATED,123000.0,
2026-06,6000,Salaries & Wages,CC-100,HQ & Admin (Olaya),397700.0,
2026-06,6000,Salaries & Wages,CC-210,Riyadh North DC,874940.0,
2026-06,6000,Salaries & Wages,CC-220,Riyadh South DC,715860.0,
2026-06,6000,Salaries & Wages,CC-230,Qassim WH,397700.0,
2026-06,6000,Salaries & Wages,CC-240,Hail WH,318160.0,
2026-06,6000,Salaries & Wages,CC-310,Sales — Institutional,556780.0,
2026-06,6000,Salaries & Wages,CC-320,Sales — Retail channels,477240.0,
2026-06,6000,Salaries & Wages,CC-410,Finance Shared Services,238620.0,
2026-06,6020,GOSI Contributions,CC-000,UNALLOCATED,12300.0,
2026-06,6020,GOSI Contributions,CC-100,HQ & Admin (Olaya),39770.0,
2026-06,6020,GOSI Contributions,CC-210,Riyadh North DC,87494.0,
2026-06,6020,GOSI Contributions,CC-220,Riyadh South DC,71586.0,
2026-06,6020,GOSI Contributions,CC-230,Qassim WH,39770.0,
2026-06,6020,GOSI Contributions,CC-240,Hail WH,31816.0,
2026-06,6020,GOSI Contributions,CC-310,Sales — Institutional,55678.0,
2026-06,6020,GOSI Contributions,CC-320,Sales — Retail channels,47724.0,
2026-06,6020,GOSI Contributions,CC-410,Finance Shared Services,23862.0,
2026-06,6100,Rent Expense,CC-000,UNALLOCATED,90855.54,
2026-06,6100,Rent Expense,CC-100,HQ & Admin (Olaya),528779.23,
2026-06,6100,Rent Expense,CC-210,Riyadh North DC,881298.71,
2026-06,6100,Rent Expense,CC-220,Riyadh South DC,763792.21,
2026-06,6100,Rent Expense,CC-230,Qassim WH,411272.73,
2026-06,6100,Rent Expense,CC-240,Hail WH,352519.48,
2026-06,6110,Utilities,CC-000,UNALLOCATED,30672.63,
2026-06,6110,Utilities,CC-100,HQ & Admin (Olaya),99174.83,
2026-06,6110,Utilities,CC-210,Riyadh North DC,238019.59,
2026-06,6110,Utilities,CC-220,Riyadh South DC,198349.65,
2026-06,6110,Utilities,CC-230,Qassim WH,297524.48,
2026-06,6110,Utilities,CC-240,Hail WH,158679.72,
2026-06,6300,Logistics – 3PL,CC-000,UNALLOCATED,52164.55,
2026-06,6300,Logistics – 3PL,CC-210,Riyadh North DC,674661.57,
2026-06,6300,Logistics – 3PL,CC-220,Riyadh South DC,472263.1,
2026-06,6300,Logistics – 3PL,CC-230,Qassim WH,303597.71,
2026-06,6300,Logistics – 3PL,CC-240,Hail WH,236131.55,
2026-06,6500,Depreciation Expense,CC-000,UNALLOCATED,15600.0,
2026-06,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),353080.0,
2026-06,6500,Depreciation Expense,CC-410,Finance Shared Services,151320.0,
2026-06,6620,Interest Expense,CC-000,UNALLOCATED,2084.06,
2026-06,6620,Interest Expense,CC-100,HQ & Admin (Olaya),47169.29,
2026-06,6620,Interest Expense,CC-410,Finance Shared Services,20215.42,
2026-06,6700,Insurance Expense,CC-000,UNALLOCATED,5400.0,
2026-06,6700,Insurance Expense,CC-100,HQ & Admin (Olaya),122220.0,
2026-06,6700,Insurance Expense,CC-410,Finance Shared Services,52380.0,
